$GPRMC,193318.000,A,3713.9280,N,08025.5279,W,1.54,59.16,041019,,,A*48,,,,,,,
$GPVTG,59.16,T,,M,1.54,N,2.86,K,A*0A,,,,,,,,,,
$GPGGA,193319.000,3713.9283,N,08025.5273,W,1,06,1.24,609.4,M,-32.8,M,,*5A,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193319.000,A,3713.9283,N,08025.5273,W,1.79,59.50,041019,,,A*4D,,,,,,,
$GPVTG,59.50,T,,M,1.79,N,3.31,K,A*0A,,,,,,,,,,
$GPGGA,193320.000,3713.9287,N,08025.5267,W,1,06,1.24,609.4,M,-32.8,M,,*51,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPGSV,2,1,08,21,74,276,33,15,56,045,22,20,51,310,36,24,44,137,36*70
$GPGSV,2,2,08,13,21,045,38,29,11,195,32,05,04,093,33,37,,,*42
$GPRMC,193320.000,A,3713.9287,N,08025.5267,W,1.86,59.82,041019,,,A*49,,,,,,,
$GPVTG,59.82,T,,M,1.86,N,3.45,K,A*06,,,,,,,,,,
$GPGGA,193321.000,3713.9290,N,08025.5261,W,1,06,1.24,609.5,M,-32.8,M,,*51,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193321.000,A,3713.9290,N,08025.5261,W,1.76,48.05,041019,,,A*48,,,,,,,
$GPVTG,48.05,T,,M,1.76,N,3.25,K,A*00,,,,,,,,,,
$GPGGA,193322.000,3713.9294,N,08025.5256,W,1,06,1.24,609.6,M,-32.8,M,,*51,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193322.000,A,3713.9294,N,08025.5256,W,1.60,44.68,041019,,,A*4B,,,,,,,
$GPVTG,44.68,T,,M,1.60,N,2.97,K,A*08,,,,,,,,,,
$GPGGA,193323.000,3713.9298,N,08025.5251,W,1,06,1.24,609.7,M,-32.8,M,,*5A,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193323.000,A,3713.9298,N,08025.5251,W,1.76,59.67,041019,,,A*45,,,,,,,
$GPVTG,59.67,T,,M,1.76,N,3.26,K,A*07,,,,,,,,,,
$GPGGA,193324.000,3713.9302,N,08025.5245,W,1,06,1.24,609.8,M,-32.8,M,,*55,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193324.000,A,3713.9302,N,08025.5245,W,1.92,60.20,041019,,,A*46,,,,,,,
$GPVTG,60.20,T,,M,1.92,N,3.55,K,A*00,,,,,,,,,,
$GPGGA,193325.000,3713.9305,N,08025.5238,W,1,06,1.24,609.9,M,-32.8,M,,*58,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPGSV,2,1,08,21,74,276,33,15,56,045,29,20,51,310,32,24,44,137,38*71
$GPGSV,2,2,08,13,21,045,40,29,11,195,36,05,04,093,33,39,,,*47
$GPRMC,193325.000,A,3713.9305,N,08025.5238,W,2.05,64.29,041019,,,A*4A,,,,,,,
$GPVTG,64.29,T,,M,2.05,N,3.80,K,A*08,,,,,,,,,,
$GPGGA,193326.000,3713.9308,N,08025.5231,W,1,06,1.24,610.0,M,-32.8,M,,*5E,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193326.000,A,3713.9308,N,08025.5231,W,2.03,60.06,041019,,,A*42,,,,,,,
$GPVTG,60.06,T,,M,2.03,N,3.76,K,A*0E,,,,,,,,,,
$GPGGA,193327.000,3713.9312,N,08025.5224,W,1,06,1.24,610.2,M,-32.8,M,,*52,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193327.000,A,3713.9312,N,08025.5224,W,1.99,54.37,041019,,,A*49,,,,,,,
$GPVTG,54.37,T,,M,1.99,N,3.68,K,A*04,,,,,,,,,,
$GPGGA,193328.000,3713.9316,N,08025.5217,W,1,06,1.24,610.3,M,-32.8,M,,*58,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193328.000,A,3713.9316,N,08025.5217,W,2.03,59.04,041019,,,A*4F,,,,,,,
$GPVTG,59.04,T,,M,2.03,N,3.75,K,A*05,,,,,,,,,,
$GPGGA,193329.000,3713.9319,N,08025.5210,W,1,06,1.24,610.5,M,-32.8,M,,*57,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193329.000,A,3713.9319,N,08025.5210,W,2.04,60.10,041019,,,A*4E,,,,,,,
$GPVTG,60.10,T,,M,2.04,N,3.78,K,A*00,,,,,,,,,,
$GPGGA,193330.000,3713.9322,N,08025.5203,W,1,06,1.24,610.6,M,-32.8,M,,*56,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPGSV,2,1,08,21,74,276,33,15,56,045,30,20,51,310,32,24,44,137,38*79
$GPGSV,2,2,08,13,21,045,40,29,11,195,36,05,04,093,30,50,,,*4B
$GPRMC,193330.000,A,3713.9322,N,08025.5203,W,2.29,64.68,041019,,,A*48,,,,,,,
$GPVTG,64.68,T,,M,2.29,N,4.25,K,A*0B,,,,,,,,,,
$GPGGA,193331.000,3713.9325,N,08025.5195,W,1,06,1.24,610.7,M,-32.8,M,,*5D,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193331.000,A,3713.9325,N,08025.5195,W,2.06,67.59,041019,,,A*4E,,,,,,,
$GPVTG,67.59,T,,M,2.06,N,3.81,K,A*0E,,,,,,,,,,
$GPGGA,193332.000,3713.9328,N,08025.5188,W,1,06,1.24,610.9,M,-32.8,M,,*51,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193332.000,A,3713.9328,N,08025.5188,W,2.42,65.92,041019,,,A*49,,,,,,,
$GPVTG,65.92,T,,M,2.42,N,4.48,K,A*09,,,,,,,,,,
$GPGGA,193333.000,3713.9331,N,08025.5180,W,1,06,1.24,611.0,M,-32.8,M,,*58,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193333.000,A,3713.9331,N,08025.5180,W,2.23,59.31,041019,,,A*49,,,,,,,
$GPVTG,59.31,T,,M,2.23,N,4.12,K,A*07,,,,,,,,,,
$GPGGA,193334.000,3713.9334,N,08025.5173,W,1,06,1.24,611.2,M,-32.8,M,,*54,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193334.000,A,3713.9334,N,08025.5173,W,2.39,66.53,041019,,,A*44,,,,,,,
$GPVTG,66.53,T,,M,2.39,N,4.42,K,A*01,,,,,,,,,,
$GPGGA,193335.000,3713.9338,N,08025.5165,W,1,06,1.24,611.2,M,-32.8,M,,*5E,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPGSV,2,1,08,21,74,276,34,15,56,045,22,20,52,311,34,24,44,137,38*79
$GPGSV,2,2,08,13,21,045,40,29,11,195,30,05,04,093,33,42,,,*4D
$GPRMC,193335.000,A,3713.9338,N,08025.5165,W,2.52,55.87,041019,,,A*4A,,,,,,,
$GPVTG,55.87,T,,M,2.52,N,4.67,K,A*02,,,,,,,,,,
$GPGGA,193336.000,3713.9342,N,08025.5158,W,1,06,1.24,611.3,M,-32.8,M,,*5F,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193336.000,A,3713.9342,N,08025.5158,W,2.33,51.30,041019,,,A*45,,,,,,,
$GPVTG,51.30,T,,M,2.33,N,4.31,K,A*0E,,,,,,,,,,
$GPGGA,193337.000,3713.9346,N,08025.5152,W,1,06,1.24,611.5,M,-32.8,M,,*56,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193337.000,A,3713.9346,N,08025.5152,W,2.44,50.14,041019,,,A*4D,,,,,,,
$GPVTG,50.14,T,,M,2.44,N,4.52,K,A*0C,,,,,,,,,,
$GPGGA,193338.000,3713.9351,N,08025.5145,W,1,06,1.24,611.6,M,-32.8,M,,*5A,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193338.000,A,3713.9351,N,08025.5145,W,2.54,53.44,041019,,,A*45,,,,,,,
$GPVTG,53.44,T,,M,2.54,N,4.72,K,A*09,,,,,,,,,,
$GPGGA,193339.000,3713.9355,N,08025.5138,W,1,06,1.24,611.8,M,-32.8,M,,*5B,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193339.000,A,3713.9355,N,08025.5138,W,2.19,51.59,041019,,,A*4D,,,,,,,
$GPVTG,51.59,T,,M,2.19,N,4.07,K,A*0C,,,,,,,,,,
$GPGGA,193340.000,3713.9359,N,08025.5131,W,1,06,1.24,612.0,M,-32.8,M,,*5B,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPGSV,2,1,08,21,74,275,34,15,56,045,30,20,52,311,37,24,44,137,32*70
$GPGSV,2,2,08,13,21,045,38,29,11,195,30,05,04,093,24,42,,,*44
$GPRMC,193340.000,A,3713.9359,N,08025.5131,W,2.40,56.79,041019,,,A*4F,,,,,,,
$GPVTG,56.79,T,,M,2.40,N,4.45,K,A*03,,,,,,,,,,
$GPGGA,193341.000,3713.9364,N,08025.5125,W,1,06,1.24,612.2,M,-32.8,M,,*53,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193341.000,A,3713.9364,N,08025.5125,W,2.27,48.06,041019,,,A*43,,,,,,,
$GPVTG,48.06,T,,M,2.27,N,4.20,K,A*06,,,,,,,,,,
$GPGGA,193342.000,3713.9368,N,08025.5119,W,1,06,1.24,612.3,M,-32.8,M,,*52,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193342.000,A,3713.9368,N,08025.5119,W,2.09,42.64,041019,,,A*41,,,,,,,
$GPVTG,42.64,T,,M,2.09,N,3.88,K,A*01,,,,,,,,,,
$GPGGA,193343.000,3713.9373,N,08025.5114,W,1,06,1.24,612.5,M,-32.8,M,,*52,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193343.000,A,3713.9373,N,08025.5114,W,2.17,42.04,041019,,,A*4E,,,,,,,
$GPVTG,42.04,T,,M,2.17,N,4.01,K,A*0E,,,,,,,,,,
$GPGGA,193344.000,3713.9378,N,08025.5109,W,1,06,1.24,612.6,M,-32.8,M,,*51,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193344.000,A,3713.9378,N,08025.5109,W,2.16,44.59,041019,,,A*41,,,,,,,
$GPVTG,44.59,T,,M,2.16,N,3.99,K,A*07,,,,,,,,,,
$GPGGA,193345.000,3713.9382,N,08025.5103,W,1,06,1.24,612.7,M,-32.8,M,,*5E,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPGSV,2,1,08,21,74,275,32,15,56,045,28,20,52,311,34,24,44,137,33*7D
$GPGSV,2,2,08,13,21,045,38,29,10,195,30,05,04,093,29,40,,,*4A
$GPRMC,193345.000,A,3713.9382,N,08025.5103,W,2.09,46.13,041019,,,A*4D,,,,,,,
$GPVTG,46.13,T,,M,2.09,N,3.87,K,A*0A,,,,,,,,,,
$GPGGA,193346.000,3713.9386,N,08025.5098,W,1,06,1.24,612.8,M,-32.8,M,,*55,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193346.000,A,3713.9386,N,08025.5098,W,2.19,51.70,041019,,,A*4B,,,,,,,
$GPVTG,51.70,T,,M,2.19,N,4.06,K,A*06,,,,,,,,,,
$GPGGA,193347.000,3713.9391,N,08025.5092,W,1,06,1.24,612.9,M,-32.8,M,,*59,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193347.000,A,3713.9391,N,08025.5092,W,2.28,48.46,041019,,,A*49,,,,,,,
$GPVTG,48.46,T,,M,2.28,N,4.23,K,A*0E,,,,,,,,,,
$GPGGA,193348.000,3713.9396,N,08025.5085,W,1,06,1.24,612.9,M,-32.8,M,,*57,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193348.000,A,3713.9396,N,08025.5085,W,2.60,43.10,041019,,,A*43,,,,,,,
$GPVTG,43.10,T,,M,2.60,N,4.81,K,A*02,,,,,,,,,,
$GPGGA,193349.000,3713.9401,N,08025.5080,W,1,06,1.24,613.0,M,-32.8,M,,*52,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193349.000,A,3713.9401,N,08025.5080,W,2.27,47.37,041019,,,A*4C,,,,,,,
$GPVTG,47.37,T,,M,2.27,N,4.20,K,A*0B,,,,,,,,,,
$GPGGA,193350.000,3713.9405,N,08025.5074,W,1,06,1.24,613.1,M,-32.8,M,,*54,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPGSV,2,1,08,21,74,275,32,15,56,045,42,20,52,311,37,24,44,137,40*76
$GPGSV,2,2,08,13,21,045,37,29,10,195,32,05,04,093,23,44,,,*49
$GPRMC,193350.000,A,3713.9405,N,08025.5074,W,1.68,50.73,041019,,,A*45,,,,,,,
$GPVTG,50.73,T,,M,1.68,N,3.12,K,A*03,,,,,,,,,,
$GPGGA,193351.000,3713.9409,N,08025.5069,W,1,06,1.24,613.2,M,-32.8,M,,*56,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193351.000,A,3713.9409,N,08025.5069,W,2.11,48.15,041019,,,A*40,,,,,,,
$GPVTG,48.15,T,,M,2.11,N,3.91,K,A*0C,,,,,,,,,,
$GPGGA,193352.000,3713.9414,N,08025.5064,W,1,06,1.24,613.2,M,-32.8,M,,*54,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193352.000,A,3713.9414,N,08025.5064,W,2.14,39.75,041019,,,A*47,,,,,,,
$GPVTG,39.75,T,,M,2.14,N,3.97,K,A*0F,,,,,,,,,,
$GPGGA,193353.000,3713.9418,N,08025.5059,W,1,06,1.24,613.2,M,-32.8,M,,*57,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193353.000,A,3713.9418,N,08025.5059,W,2.38,50.69,041019,,,A*48,,,,,,,
$GPVTG,50.69,T,,M,2.38,N,4.41,K,A*0F,,,,,,,,,,
$GPGGA,193354.000,3713.9423,N,08025.5053,W,1,06,1.24,613.2,M,-32.8,M,,*52,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193354.000,A,3713.9423,N,08025.5053,W,2.18,38.09,041019,,,A*47,,,,,,,
$GPVTG,38.09,T,,M,2.18,N,4.04,K,A*04,,,,,,,,,,
$GPGGA,193355.000,3713.9429,N,08025.5049,W,1,06,1.24,613.3,M,-32.8,M,,*53,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPGSV,2,1,08,21,74,275,36,15,56,045,42,20,52,311,40,24,44,137,38*7D
$GPGSV,2,2,08,51,38,219,29,13,21,045,37,29,10,195,35,05,04,093,21*72
$GPRMC,193355.000,A,3713.9429,N,08025.5049,W,2.45,36.77,041019,,,A*48,,,,,,,
$GPVTG,36.77,T,,M,2.45,N,4.54,K,A*0E,,,,,,,,,,
$GPGGA,193356.000,3713.9434,N,08025.5043,W,1,06,1.24,613.4,M,-32.8,M,,*51,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193356.000,A,3713.9434,N,08025.5043,W,2.38,42.90,041019,,,A*4D,,,,,,,
$GPVTG,42.90,T,,M,2.38,N,4.42,K,A*09,,,,,,,,,,
$GPGGA,193357.000,3713.9439,N,08025.5037,W,1,06,1.24,613.6,M,-32.8,M,,*5C,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193357.000,A,3713.9439,N,08025.5037,W,2.38,51.73,041019,,,A*4D,,,,,,,
$GPVTG,51.73,T,,M,2.38,N,4.41,K,A*05,,,,,,,,,,
$GPGGA,193358.000,3713.9444,N,08025.5031,W,1,06,1.24,613.7,M,-32.8,M,,*5E,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193358.000,A,3713.9444,N,08025.5031,W,2.48,44.76,041019,,,A*48,,,,,,,
$GPVTG,44.76,T,,M,2.48,N,4.59,K,A*0A,,,,,,,,,,
$GPGGA,193359.000,3713.9449,N,08025.5025,W,1,06,1.24,613.9,M,-32.8,M,,*59,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193359.000,A,3713.9449,N,08025.5025,W,2.49,51.30,041019,,,A*46,,,,,,,
$GPVTG,51.30,T,,M,2.49,N,4.62,K,A*05,,,,,,,,,,
$GPGGA,193400.000,3713.9454,N,08025.5019,W,1,06,1.24,614.0,M,-32.8,M,,*5F,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPGSV,2,1,08,21,74,275,36,15,56,045,42,20,52,311,40,24,44,137,39*7C
$GPGSV,2,2,08,51,38,219,32,13,21,045,37,29,10,195,33,05,04,094,20*78
$GPRMC,193400.000,A,3713.9454,N,08025.5019,W,2.45,42.60,041019,,,A*45,,,,,,,
$GPVTG,42.60,T,,M,2.45,N,4.53,K,A*0C,,,,,,,,,,
$GPGGA,193401.000,3713.9458,N,08025.5013,W,1,06,1.24,614.1,M,-32.8,M,,*59,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193401.000,A,3713.9458,N,08025.5013,W,2.36,50.42,041019,,,A*45,,,,,,,
$GPVTG,50.42,T,,M,2.36,N,4.37,K,A*09,,,,,,,,,,
$GPGGA,193402.000,3713.9461,N,08025.5006,W,1,06,1.24,614.2,M,-32.8,M,,*57,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193402.000,A,3713.9461,N,08025.5006,W,2.41,52.23,041019,,,A*4D,,,,,,,
$GPVTG,52.23,T,,M,2.41,N,4.46,K,A*0A,,,,,,,,,,
$GPGGA,193403.000,3713.9466,N,08025.4999,W,1,06,1.24,614.3,M,-32.8,M,,*5E,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193403.000,A,3713.9466,N,08025.4999,W,2.72,53.65,041019,,,A*46,,,,,,,
$GPVTG,53.65,T,,M,2.72,N,5.05,K,A*0F,,,,,,,,,,
$GPGGA,193404.000,3713.9471,N,08025.4992,W,1,06,1.24,614.5,M,-32.8,M,,*52,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193404.000,A,3713.9471,N,08025.4992,W,2.79,41.77,041019,,,A*47,,,,,,,
$GPVTG,41.77,T,,M,2.79,N,5.17,K,A*07,,,,,,,,,,
$GPGGA,193405.000,3713.9476,N,08025.4985,W,1,06,1.24,614.6,M,-32.8,M,,*51,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPGSV,2,1,08,21,74,275,36,15,56,045,40,20,52,311,40,24,44,137,38*7F
$GPGSV,2,2,08,51,38,219,31,13,21,045,37,29,10,195,32,05,04,094,20*7A
$GPRMC,193405.000,A,3713.9476,N,08025.4985,W,2.59,46.97,041019,,,A*4C,,,,,,,
$GPVTG,46.97,T,,M,2.59,N,4.79,K,A*05,,,,,,,,,,
$GPGGA,193406.000,3713.9481,N,08025.4979,W,1,06,1.24,614.8,M,-32.8,M,,*57,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193406.000,A,3713.9481,N,08025.4979,W,2.46,45.47,041019,,,A*44,,,,,,,
$GPVTG,45.47,T,,M,2.46,N,4.56,K,A*08,,,,,,,,,,
$GPGGA,193407.000,3713.9486,N,08025.4973,W,1,06,1.24,614.9,M,-32.8,M,,*5A,,,,,
$GPGSA,A,3,24,15,13,29,21,20,,,,,,,1.51,1.24,0.86*04,,
$GPRMC,193407.000,A,3713.9486,N,08025.4973,W,2.53,45.02,041019,,,A*4D,,,,,,,
